key-flower,product-name,cultivar,thc-level,cbd-level,radiation,wholesaler,genetic,origin,lowest-offer
tilray thc15 spotlight porto: blueberry,tilray thc15 spotlight porto,blueberry,15.0,0.1,irradiated,Tilray,Indica,Portugal,7.85
thc 25 indica no.1 mk: master kush,thc 25 indica no.1 mk,master kush,25.0,1.0,irradiated,Tilray,Indica,Kanada,0.0
cm 28/1 crm: creamy kee's,cm 28/1 crm,creamy kee's,28.0,0.1,non-irradiated,Cannamedical,Hybrid,Südafrika,0.0
enua 25/1 cck ca: cold creek kush,enua 25/1 cck ca,cold creek kush,25.0,0.1,irradiated,enua,Hybrid,Kanada,0.0
tilray thc25 spotlight porto: white widow,tilray thc25 spotlight porto,white widow,25.0,0.1,irradiated,Tilray,Hybrid,Portugal,0.0
cannabis flos 22/1 pt ku.mango dab canify: mango,cannabis flos 22/1 pt ku.mango dab canify,mango,22.0,0.1,irradiated,Canify,Indica,Portugal,0.0
sumo canada craft no.2: apex og,sumo canada craft no.2,apex og,21.7,0.1,non-irradiated,Cantourage,Hybrid,Kanada,0.0
enua 22/1 afsc ca: animal face sherb crasher,enua 22/1 afsc ca,animal face sherb crasher,22.0,1.0,non-irradiated,enua,Hybrid,Kanada,0.0
cannabistada 18/1: delahaze,cannabistada 18/1,delahaze,18.0,0.1,non-irradiated,Stada,Sativa,Kanada,0.0
avaay 24/1 sk: sour og kush,avaay 24/1 sk,sour og kush,24.6,0.1,no,avaay,Hybrid Indica-dominant,,0.0
tilray thc15: lemon sour diesel,tilray thc15,lemon sour diesel,15.0,0.1,irradiated,Tilray,Hybrid,Kanada,0.0
canpharma flos sk 26/1: sour kush,canpharma flos sk 26/1,sour kush,26.0,0.1,non-irradiated,CanPharma,Hybrid,Kanada,0.0
rua aio 30/1: 8-ball kush,rua aio 30/1,8-ball kush,30.0,0.1,non-irradiated,Nimbus Health,Hybrid,Kanada,0.0
nimbus easy 24/1: la sage,nimbus easy 24/1,la sage,24.0,0.1,non-irradiated,Nimbus Health,Hybrid,Nordmazedonien,0.0
cannamedical hybrid ultra dk: ghost train haze,cannamedical hybrid ultra dk,ghost train haze,29.0,0.1,irradiated,Cannamedical,Hybrid,Dänemark,0.0
cannamedical sativa vita: strawberry ice,cannamedical sativa vita,strawberry ice,13.5,0.1,non-irradiated,Cannamedical,Sativa,Kanada,0.0
remexian 24/1 dct moo: monaco octane,remexian 24/1 dct moo,monaco octane,24.0,0.1,non-irradiated,remexian pharma,Hybrid,Kanada,0.0
avaay 29/1 scp: sour cherry punch,avaay 29/1 scp,sour cherry punch,29.3,0.1,no,avaay,Hybrid Indica-dominant,,0.0
canopy lsk 18: lemon skunk,canopy lsk 18,lemon skunk,18.0,0.1,irradiated,Canopy Medical,Sativa,Kanada,0.0
remexian 20/1: nordle,remexian 20/1,nordle,20.0,0.1,irradiated,remexian pharma,Hybrid,Dänemark,0.0
cannabixir medium: cannabixir medium,cannabixir medium,cannabixir medium,17.0,0.1,irradiated,Oxygen,Hybrid,Portugal,0.0
canpharma flos 1/14: god bud,canpharma flos 1/14,god bud,1.0,14.0,irradiated,CanPharma,Indica,Spanien,0.0
cm 24/1 spritzer: blue cookies spritzer,cm 24/1 spritzer,blue cookies spritzer,24.0,0.1,non-irradiated,Cannamedical,Hybrid,Kolumbien,0.0
cannamedical hybrid forte ng: jealousy,cannamedical hybrid forte ng,jealousy,24.0,0.1,non-irradiated,Cannamedical,Hybrid,Kanada,0.0
cannamedical sativa classic au: tangie chem,cannamedical sativa classic au,tangie chem,20.0,0.1,non-irradiated,Cannamedical,Sativa,Australien,7.19
ibt03.4: hindu kush,ibt03.4,hindu kush,20.0,0.1,irradiated,Linneo Health,Indica,Spanien,0.0
pure sunfarms 20/1: pink kush,pure sunfarms 20/1,pink kush,20.0,0.1,irradiated,Iuvo Therapeutics,Hybrid,Kanada,0.0
nimbus easy 22/1: strawberry glue,nimbus easy 22/1,strawberry glue,22.0,1.0,non-irradiated,Nimbus Health,Hybrid,Nordmazedonien,0.0
cannabis flos 18/1 ls ku. durban sky: durban sky,cannabis flos 18/1 ls ku. durban sky,durban sky,18.0,1.0,non-irradiated,Canify,Sativa,Lesotho,0.0
cannabis flos 22/1 pt ku.iss dab canify: island sweet skunk,cannabis flos 22/1 pt ku.iss dab canify,island sweet skunk,22.0,0.1,irradiated,Canify,Sativa,Portugal,0.0
cannabistada 24/1 sen: sensistar,cannabistada 24/1 sen,sensistar,24.0,0.1,non-irradiated,Stada,Hybrid,Kanada,0.0
enua 20/1 cdg ca: crispy doughnut,enua 20/1 cdg ca,crispy doughnut,20.0,0.1,non-irradiated,enua,Hybrid,Kanada,0.0
adrex 24/1 can: gorilla glue,adrex 24/1 can,gorilla glue,24.0,1.0,non-irradiated,Adrex,Hybrid,Kanada,0.0
tilray thc 18: island sweet skunk,tilray thc 18,island sweet skunk,18.0,1.0,irradiated,Tilray,Sativa,Kanada,0.0
cannamedical sativa forte ma: ghost train haze,cannamedical sativa forte ma,ghost train haze,24.0,0.1,irradiated,Cannamedical,Sativa,Kanada,0.0
canpharma flos a 22/1: gorilla glue 4,canpharma flos a 22/1,gorilla glue 4,22.0,0.1,non-irradiated,CanPharma,Hybrid,Kanada,0.0
craft zoero 22:01: oreoz,craft zoero 22:01,oreoz,22.0,0.1,non-irradiated,Demecan,Hybrid,Kanada,0.0
canopy hsk 8/7: cbd skunk haze,canopy hsk 8/7,cbd skunk haze,8.0,7.0,irradiated,Canopy Medical,Hybrid,Kanada,0.0
avaay 23/1 cre: creamy kee's,avaay 23/1 cre,creamy kee's,23.0,0.1,non-irradiated,Vayamed,Hybrid,Südafrika,0.0
navcora thc22 spotlight porto: mango,navcora thc22 spotlight porto,mango,22.0,0.1,irradiated,Navcora,Indica,Portugal,0.0
remexian 24/1 ten ban: banjo,remexian 24/1 ten ban,banjo,24.0,0.1,non-irradiated,remexian pharma,Hybrid,Kanada,0.0
28/1 therismos sdk: sensi double kush,28/1 therismos sdk,sensi double kush,28.0,0.1,non-irradiated,Therismos,Hybrid,Kanada,0.0
enua 25/1 udc ca: upside down cake,enua 25/1 udc ca,upside down cake,25.0,0.1,non-irradiated,enua,Hybrid,Kanada,12.85
imc thc20 t01 hk: hindu kush,imc thc20 t01 hk,hindu kush,20.0,0.1,irradiated,IMC,Indica,Spanien,9.52
cannabis flos 22/1 pt ku. headband: headband,cannabis flos 22/1 pt ku. headband,headband,22.0,0.1,non-irradiated,Canify,Sativa,Portugal,0.0
cannamedical hybrid forte: chocolate marshmallows,cannamedical hybrid forte,chocolate marshmallows,24.0,0.1,irradiated,Cannamedical,Hybrid,Kanada,0.0
27/1 amici as: atomic sour grapefruit,27/1 amici as,atomic sour grapefruit,27.0,0.1,non-irradiated,cansativa,Indica,Kanada,12.49
imc thc22 t06: black russian,imc thc22 t06,black russian,22.0,0.1,irradiated,IMC,Indica,Spanien,0.0
sunshine cresina 24:01: creamy kee's,sunshine cresina 24:01,creamy kee's,24.0,0.1,non-irradiated,Demecan,Hybrid,Südafrika,0.0
adrex 18/1 can: delahaze,adrex 18/1 can,delahaze,18.0,0.1,irradiated,Adrex,Sativa,Kanada,0.0
mac 1+: mac 1,mac 1+,mac 1,24.5,0.1,no,Cantourage,Hybrid,Kanada,8.89
cookies 22/1 a&b: apples & bananas,cookies 22/1 a&b,apples & bananas,22.0,0.1,non-irradiated,cansativa,Indica,Portugal,0.0
27/1 n!ce s: strawberry banana,27/1 n!ce s,strawberry banana,27.0,0.1,non-irradiated,cansativa,Hybrid,Portugal,0.0
tilray thc25 spotlight porto: sirius,tilray thc25 spotlight porto,sirius,25.0,0.1,irradiated,Tilray,Indica,Portugal,0.0
8/8 vayamed: equiposa,8/8 vayamed,equiposa,8.0,8.0,irradiated,Vayamed,Hybrid,Dänemark,0.0
grow 27 pl: pink lilac,grow 27 pl,pink lilac,27.0,0.1,non-irradiated,Nimbus Health,Hybrid,Kanada,0.0
green karat pv: pavé s1,green karat pv,pavé s1,27.0,0.1,non-irradiated,Cantourage,Hybrid,Kanada,0.0
tilray thc25 sativa no.2: headband,tilray thc25 sativa no.2,headband,25.0,0.1,irradiated,Tilray,Sativa,Portugal,0.0
blackbird plain sativa: euforia,blackbird plain sativa,euforia,20.0,0.1,non-irradiated,Cantourage,Sativa,Nordmazedonien,0.0
tilray indica thc medium: cheese quake,tilray indica thc medium,cheese quake,18.0,0.1,irradiated,Tilray,Indica,Portugal,0.0
cannabis flos 22/1 pt ku. sirius dab canify: sirius,cannabis flos 22/1 pt ku. sirius dab canify,sirius,22.0,0.1,irradiated,Canify,Indica,Portugal,0.0
beacon i-hybrid thc 18: wappa,beacon i-hybrid thc 18,wappa,18.0,0.1,irradiated,Medical Pharma Resource,Hybrid,Kanada,0.0
cannamedical indica classic: kade's kush,cannamedical indica classic,kade's kush,20.0,0.1,non-irradiated,Cannamedical,Indica,Kanada,0.0
remexian 33/1 vcc gwa: g wagon,remexian 33/1 vcc gwa,g wagon,33.0,1.0,non-irradiated,remexian pharma,Indica,Kanada,13.09
sumo canada craft no.3: garlic chem,sumo canada craft no.3,garlic chem,27.0,0.1,non-irradiated,Cantourage,Hybrid,Kanada,7.95
khiron ck 23/1: cinderella kush,khiron ck 23/1,cinderella kush,23.0,0.1,non-irradiated,Khiron,Hybrid,Jersey,0.0
cannamedical cbd light: california orange,cannamedical cbd light,california orange,6.0,6.0,non-irradiated,Cannamedical,Hybrid,Kanada,0.0
cannamedical balanced forte: california orange,cannamedical balanced forte,california orange,10.0,10.0,non-irradiated,Cannamedical,Hybrid,Kanada,0.0
remexian 27/1 wec: wedding cake,remexian 27/1 wec,wedding cake,27.0,0.1,non-irradiated,remexian pharma,Hybrid,Portugal,0.0
tilray thc25 sativa no.1: headband,tilray thc25 sativa no.1,headband,25.0,0.1,irradiated,Tilray,Sativa,Kanada,0.0
tilray thc18 spotlight porto: mango,tilray thc18 spotlight porto,mango,18.0,0.1,irradiated,Tilray,Indica,Portugal,0.0
canopy krypton 25: chemdawg 91 / captain krypt og,canopy krypton 25,chemdawg 91 / captain krypt og,25.0,0.1,irradiated,Canopy Medical,Indica,Kanada,0.0
avaay 19/1: gorilla glue,avaay 19/1,gorilla glue,19.0,0.1,non-irradiated,Vayamed,Hybrid,Kanada,0.0
navcora thc18 spotlight porto: sirius,navcora thc18 spotlight porto,sirius,18.0,0.1,irradiated,Tilray,Indica,Portugal,0.0
cannabis flos 23/1 co ku.: kush mints,cannabis flos 23/1 co ku.,kush mints,23.0,1.0,non-irradiated,Canify,Hybrid,Kolumbien,0.0
together pharma andromeda: kush kush,together pharma andromeda,kush kush,19.0,0.1,non-irradiated,Cantourage,Hybrid,Uganda,0.0
tilray thc22 spotlight porto: rockstar,tilray thc22 spotlight porto,rockstar,22.0,0.1,irradiated,Tilray,Indica,Portugal,0.0
adrex 26/1 sk can: sour kush,adrex 26/1 sk can,sour kush,26.0,0.1,non-irradiated,Adrex,Hybrid,Kanada,0.0
cannamedical indica classic nm: kerosene krash,cannamedical indica classic nm,kerosene krash,21.5,0.1,non-irradiated,Cannamedical,Hybrid,Nordmazedonien,0.0
cnbs 30/1 vv: varnish vapor,cnbs 30/1 vv,varnish vapor,30.0,1.0,non-irradiated,CNBS Pharma GmbH,Hybrid,Kanada,0.0
tilray thc 15: lemon sour diesel,tilray thc 15,lemon sour diesel,15.0,1.0,irradiated,Tilray,Hybrid,Kanada,0.0
cannabis flos 22/1 pt ku.: headband,cannabis flos 22/1 pt ku.,headband,22.0,1.0,non-irradiated,Canify,Sativa,Portugal,0.0
wellford 23/1 pik: pink kush,wellford 23/1 pik,pink kush,23.0,1.0,non-irradiated,Therismos,Hybrid,unbestrahlt,0.0
420 natural 22/1 ca dbb: dj blueberry,420 natural 22/1 ca dbb,dj blueberry,22.0,0.1,non-irradiated,Four 20 Pharma,Indica,Kanada,0.0
26/1 n!ce c: cherry pie,26/1 n!ce c,cherry pie,26.0,1.0,non-irradiated,cansativa,Indica,Portugal,0.0
24/1 therismos sdk: sensi double kush,24/1 therismos sdk,sensi double kush,24.0,1.0,non-irradiated,Therismos,Hybrid,Kanada,0.0
tilray thc22 spotlight porto: jack herer,tilray thc22 spotlight porto,jack herer,22.0,0.1,irradiated,Tilray,Sativa,Portugal,0.0
canopy krypton 23: chemdawg 91 / captain krypt og,canopy krypton 23,chemdawg 91 / captain krypt og,23.0,0.1,irradiated,Canopy Medical,Indica,Kanada,0.0
vasco wr: white runtz,vasco wr,white runtz,23.4,0.1,non-irradiated,Cantourage,Hybrid,Kanada,8.5
eufloria 27/1 psl: pink slurricane,eufloria 27/1 psl,pink slurricane,27.0,0.1,non-irradiated,remexian pharma,Hybrid,Kanada,8.5
eufloria 27/1 fco: frosted cookies,eufloria 27/1 fco,frosted cookies,27.0,0.1,non-irradiated,remexian pharma,Hybrid,Kanada,0.8
tilray thc22 spotlight porto: gorilla glue,tilray thc22 spotlight porto,gorilla glue,22.0,0.1,irradiated,Tilray,Hybrid,Portugal,0.0
barongo 24/1 banjo: banjo,barongo 24/1 banjo,banjo,24.0,1.0,non-irradiated,WMG Pharma,Hybrid,Kanada,0.0
enua 22/1 cck ca: cold creek kush,enua 22/1 cck ca,cold creek kush,22.0,0.1,irradiated,enua,Hybrid,Kanada,0.0
enua 25/1 mac ca: mac 1,enua 25/1 mac ca,mac 1,25.0,0.1,non-irradiated,enua,Hybrid,Kanada,0.0
curaleaf natural 20/1 pt lvc: lavender cake,curaleaf natural 20/1 pt lvc,lavender cake,20.19,0.4,no,Adven,Hybrid Indica-dominant,,0.0
avaay 23/1 bkr: black krush,avaay 23/1 bkr,black krush,23.0,0.1,non-irradiated,Vayamed,Indica,Kanada,0.0
cookies hawaiian rain 22/1: hawaiian rain,cookies hawaiian rain 22/1,hawaiian rain,22.0,0.1,non-irradiated,cansativa,Hybrid,Portugal,0.0
avaay 5/1 thcv12: thcv12,avaay 5/1 thcv12,thcv12,5.17,0.5,no,avaay,Hybrid Sativa-dominant,,0.0
remexian 22/1: frosted lemon cake,remexian 22/1,frosted lemon cake,23.5,0.1,e-beam,Remexian,Hybrid Indica-dominant,Dänemark,0.0
demecan 22:01 florestura: super haze x amnesia,demecan 22:01 florestura,super haze x amnesia,20.6,0.1,e-beam,Demecan,Sativa,Australien,0.0
tilray thc18 spotlight porto: sour diesel,tilray thc18 spotlight porto,sour diesel,18.0,0.1,irradiated,Tilray,Hybrid,Portugal,0.0
mediprocan lunaris 19/1: motorbreath,mediprocan lunaris 19/1,motorbreath,19.0,0.1,non-irradiated,mediproCan Pharma,Indica,Portugal,0.0
re:cannis 16/1 sativa: alaska,re:cannis 16/1 sativa,alaska,16.0,0.1,non-irradiated,Fette Pharma GmbH,Sativa,Lesotho,0.0
tilray thc22 spotlight porto: sour diesel,tilray thc22 spotlight porto,sour diesel,22.0,0.1,irradiated,Tilray,Sativa,Portugal,11.66
tilray thc18 spotlight porto: blueberry,tilray thc18 spotlight porto,blueberry,18.0,0.1,irradiated,Tilray,Indica,Portugal,0.0
30/1 therismos cju: cap junky,30/1 therismos cju,cap junky,30.0,0.1,non-irradiated,Therismos,Hybrid,Kanada,0.0
remexian 24/1 vli: vanilla ice,remexian 24/1 vli,vanilla ice,22.5,0.2,no,Remexian,Hybrid,,0.0
weeco 23/1: frosted lemon angel,weeco 23/1,frosted lemon angel,23.0,0.1,irradiated,Weeco Pharma,Hybrid,Dänemark,9.04
avaay 24/1 sk: sour kush,avaay 24/1 sk,sour kush,24.0,1.0,non-irradiated,Vayamed,Hybrid,Kanada,0.0
drapalin 25/1 gm lagom: gush mints,drapalin 25/1 gm lagom,gush mints,24.8,0.1,no,Drapalin,Hybrid Indica-dominant,Tschechien,0.0
cm 16/1 grp: grapefruit gift,cm 16/1 grp,grapefruit gift,16.5,0.1,no,Cannamedical,Hybrid Indica-dominant,Südafrika,0.0
cm 27/1 po: platinum oranges,cm 27/1 po,platinum oranges,26.7,0.1,no,Cannamedical,Hybrid,Kanada,0.0
enua 21/1 sc ca: strawberry cake,enua 21/1 sc ca,strawberry cake,21.0,0.1,irradiated,enua,Hybrid,Kanada,0.0
enua 27/1 ag4 ca: atlantic glue gg4,enua 27/1 ag4 ca,atlantic glue gg4,27.0,0.1,non-irradiated,enua,Hybrid,Kanada,0.0
hapa pharm thc17:cbd1: amnesia kush,hapa pharm thc17:cbd1,amnesia kush,17.0,0.1,non-irradiated,HAPA Pharm,Sativa,Nordmazedonien,0.0
madrecan 24/1 sky: skywalker,madrecan 24/1 sky,skywalker,24.0,0.1,irradiated,remexian pharma,Hybrid,bestrahlt,0.0
hummingbud: wild thailand,hummingbud,wild thailand,17.0,0.1,non-irradiated,Cantourage,Sativa,Jamaika,0.0
tilray thc22 spotlight porto: blueberry,tilray thc22 spotlight porto,blueberry,22.0,0.1,irradiated,Tilray,Indica,Portugal,0.0
adrex 29/1 spc can: space cake,adrex 29/1 spc can,space cake,29.0,0.1,non-irradiated,Adrex,Hybrid,Kanada,0.0
bavaria weed pt dab 18/1: sirius,bavaria weed pt dab 18/1,sirius,18.0,0.1,irradiated,Bavaria Weed,Indica,Portugal,0.0
101-c blüten sativa lsage 22/1: la sage,101-c blüten sativa lsage 22/1,la sage,22.0,0.1,non-irradiated,Heyday,Hybrid,Nordmazedonien,0.0
avaay 26/1 glx: galaxy,avaay 26/1 glx,galaxy,26.0,0.1,non-irradiated,Vayamed,Hybrid,Kanada,0.0
cannovum natura 20/1 luna: somango,cannovum natura 20/1 luna,somango,20.0,0.1,irradiated,Cannovum,Hybrid,Spanien,0.0
re:cannis 1/15 cbd: avidekel,re:cannis 1/15 cbd,avidekel,1.0,15.0,non-irradiated,Fette Pharma GmbH,Hybrid,Lesotho,0.0
cannamedical hybrid ultra ng: jealousy,cannamedical hybrid ultra ng,jealousy,25.0,0.1,non-irradiated,Cannamedical,Hybrid,Kanada,0.0
cannabis flos 18/1 ls ku. exodus cheese: exodus cheese,cannabis flos 18/1 ls ku. exodus cheese,exodus cheese,18.0,0.1,non-irradiated,Canify,Sativa,Lesotho,0.0
adrex 19/1 can: gorilla glue 4,adrex 19/1 can,gorilla glue 4,19.0,0.1,irradiated,Adrex,Sativa,Kanada,0.0
weeco king louis: cali sunset,weeco king louis,cali sunset,27.0,0.1,irradiated,Weeco Pharma,Hybrid,Dänemark,10.95
sinceritas sativa verum 24/1: kush mints,sinceritas sativa verum 24/1,kush mints,24.0,0.1,non-irradiated,Sinceritas,Hybrid,Nordmazedonien,0.0
demecan ag epic drop: guava barz,demecan ag epic drop,guava barz,30.0,0.1,non-irradiated,Demecan,Hybrid,Kanada,0.0
remexian 30/1 mtl lab: la brunch,remexian 30/1 mtl lab,la brunch,30.0,0.1,non-irradiated,remexian pharma,Hybrid,Kanada,0.0
cannamedical hybrid forte dk: ghost train haze,cannamedical hybrid forte dk,ghost train haze,22.0,0.1,irradiated,Cannamedical,Hybrid,Dänemark,6.99
cannamedical sativa classic nm: candyland,cannamedical sativa classic nm,candyland,20.0,0.1,non-irradiated,Cannamedical,Sativa,Nordmazedonien,0.0
